artista_id;fecha;popularidad;seguidores
3JlzEFwarS8ZcCGNFy11y4;04-25-2020;57;67576
1XgFuvRd7r5g0h844A5ZUQ;04-25-2020;69;830126
6Q192DXotxtaysaqNPy5yR;04-25-2020;78;6329337
4AK6F7OLvEQ5QYCBNiQWHq;04-25-2020;88;15662361
2d3VHzlOEwXvmBdS4pzOPL;04-25-2020;64;717104
5Z1CCuBsyhEHngq3U5IraY;04-25-2020;74;1563289
2gsggkzM5R49q6jpPvazou;04-25-2020;75;7348636
3nlHsNqwCSvT988ZfSW1Yh;04-25-2020;67;537537
2NhdGz9EDv2FeUw6udu2g1;04-25-2020;68;2005876
3e7awlrlDSwF3iM0WBjGMp;04-25-2020;83;7340124
543ccHFPnZfJMD8tRGPtu7;04-25-2020;64;111205
2lKeiALM1T2TZrOiTYlLNA;04-25-2020;59;26663
4SqTiwOEdYrNayaGMkc7ia;04-25-2020;68;214782
57bUPid8xztkieZfS7OlEV;04-25-2020;69;1033393
26VFTg2z8YR0cCuwLzESi2;04-25-2020;90;10344187
4GvEc3ANtPPjt1ZJllr5Zl;04-25-2020;85;3158263
0hCNtLu0JehylgoiP8L4Gh;04-25-2020;91;17511870
1i8SpTcr7yvPOmcqrbnVXY;04-25-2020;93;22596474
6y8XlgIV8BLlIg1tT1R10i;04-25-2020;75;749331
2RDOrhPqAM4jzTRCEb19qX;04-25-2020;73;849090
3QSQFmccmX81fWCUSPTS7y;04-25-2020;81;1068845
7plUpXSFcSJUZSiZAoXqr1;04-25-2020;69;878165
5WUlDfRSoLAfcVSX1WnrxN;04-25-2020;86;16265671
7mRVAzlt1fAAR9Cut6Rq8c;04-25-2020;49;155501
7h4j9YTJJuAHzLCc3KCvYu;04-25-2020;71;373251
2feDdbD5araYcm6JhFHHw7;04-25-2020;80;1101846
4nDoRrQiYLoBzwC5BhVJzF;04-25-2020;90;16012996
40LHVA5BTQp9RxHOQ9JPYj;04-25-2020;75;1233260
6LuN9FCkKOj5PcnpouEgny;04-25-2020;93;11273639
0Y5tJX1MQlPlqiwlOH1tJY;04-25-2020;95;8931360
1uNFoZAHBGtllmzznpCI3s;04-25-2020;95;34487345
1ShZZUjkbXCjhwrb18BA8I;04-25-2020;75;281967
7dGJo4pcD2V6oG8kP0tJRR;04-25-2020;94;34577633
0VRj0yCOv2FXJNP47XQnx5;04-25-2020;89;3915839
6Xgp2XMz1fhVYe7i6yNAax;04-25-2020;89;4567453
1r4hJ1h58CWwUQe3MxPuau;04-25-2020;87;19412107
7qG3b048QCHVRO5Pv1T5lw;04-25-2020;79;9291663
4vhNDa5ycK0ST968ek7kRr;04-25-2020;75;3770784
2Otnykd696YidQYfEGVmNq;04-25-2020;65;284842
2DlGxzQSjYe5N6G9nkYghR;04-25-2020;79;7980773
3E6xrwgnVfYCrCs0ePERDz;04-25-2020;82;5459610
4wLXwxDeWQ8mtUIRPxGiD6;04-25-2020;79;3957148
6PAt558ZEZl0DmdXlnjMgD;04-25-2020;76;3407341
5YGY8feqx7naU7z4HrwZM6;04-25-2020;83;11476824
3nlpTZci9O5W8RsNoNH559;04-25-2020;74;1727650
07YUOmWljBTXwIseAUd9TW;04-25-2020;86;11382057
6vWDO969PvNqNYHIOW5v0m;04-25-2020;88;22659644
51Blml2LZPmy7TTiAg47vQ;04-25-2020;81;6651887
0EmeFodog0BfCgMzAIvKQp;04-25-2020;86;18663988
2cy1zPcrFcXAJTP0APWewL;04-25-2020;73;1241997
7okwEbXzyT2VffBmyQBWLz;04-25-2020;78;5270687
60rpJ9SgigSd16DOAG7GSa;04-25-2020;75;158072
5KNNVgR6LBIABRIomyCwKJ;04-25-2020;77;598981
7iPH2BRBF9wKa6ljxvdext;04-25-2020;56;54636
79hrYiudVcFyyxyJW0ipTy;04-25-2020;68;394542
3ccVtqcqedranb7y8eywJ5;04-25-2020;60;70597
37YxyxKbCL7as3bH2adwQE;04-25-2020;46;9888
33szNKNcVX8x0jl8X7hxHL;04-25-2020;48;58795
5Bcrb5qQMVTEbJ43fdIS4A;04-25-2020;59;46682
1yDI9pWnlrJmi9kZn3gkCb;04-25-2020;51;26042
5jq01ts8cBQWwVZOpMax6s;04-25-2020;52;29578
0XHM5ZNJDU8e4CfbWMeSzC;04-25-2020;60;144133
4dcU7cmzO3GECQGSKwl92z;04-25-2020;50;12126
2XdtmipGVPmA62ptDgX8QC;04-25-2020;62;47524
0z9hynUsIjf0ddI4uHqPWX;04-25-2020;60;97588
6ps9u0MZquDDBReh8XuBeY;04-25-2020;49;10025
5fIZHCg2de8322HZodBDWL;04-25-2020;54;37653
4LEiUm1SRbFMgfqnQTwUbQ;04-25-2020;77;2615466
6nFBonVf7Lqaj05R0v5VGJ;04-25-2020;56;84170
10exVja0key0uqUkk6LJRT;04-25-2020;77;2027112
4tvKz56Tr39bkhcQUTO0Xr;04-25-2020;72;999484
2KOxHm9lGE9lFZDQdebD6B;04-25-2020;47;13677
3Lg3FGwBxOGuefqekQzRUf;04-25-2020;62;115936
0syIRg9MPSpJIC0QCPUaHB;04-25-2020;58;45157
6AyATGg7mDgBlZ4N5uNog0;04-25-2020;71;239435
3DIk8KcmVKTr4uGw3AuCtJ;04-25-2020;49;11650
78CiW0UJbHspFaVuVexOK6;04-25-2020;64;111708
5sXaGoRLSpd7VeyZrLkKwt;04-25-2020;69;423899
3QOwPxkPpGvhbiPaEs7Pnl;04-25-2020;42;9219
3oXddLOOjkoUuC2sX1RMdr;04-25-2020;55;51528
5dUUxJQg27XaHdKyLYwNg5;04-25-2020;52;6346
3vsVCHUe68gqUMIZwaVUIK;04-25-2020;54;21267
7zOuMHqRJ6YOMnCGpLfuTU;04-25-2020;50;28825
2AfmfGFbe0A0WsTYm0SDTx;04-25-2020;74;1394983
52zMTJCKluDlFwMQWmccY7;04-25-2020;68;653230
3HqSLMAZ3g3d5poNaI7GOU;04-25-2020;73;1378494
2uWcrwgWmZcQc3IPBs3tfU;04-25-2020;65;669582
2KC9Qb60EaY0kW4eH68vr3;04-25-2020;76;618871
7bmYpVgQub656uNTu6qGNQ;04-25-2020;63;254633
0qlWcS66ohOIi0M8JZwPft;04-25-2020;66;788222
5r1tUTxVSgvBHnoDuDODPH;04-25-2020;70;458689
2PSJ6YriU7JsFucxACpU7Y;04-25-2020;68;823716
2HPaUgqeutzr3jx5a9WyDV;04-25-2020;85;2315427
6hfwwpXqZPRC9CsKI7qtv1;04-25-2020;73;653618
2jku7tDXc6XoB6MO2hFuqg;04-25-2020;88;2916931
3DiDSECUqqY1AuBP8qtaIa;04-25-2020;82;7461504
1Xyo4u8uXC1ZmMpatF05PJ;04-25-2020;98;20185805
1A9o3Ljt67pFZ89YtPPL5X;04-25-2020;71;334991
5y2Xq6xcjJb2jVM54GHK3t;04-25-2020;83;4974431
4O15NlyKLIASxsJ0PrXPfz;04-25-2020;95;8524502
31TPClRtHm23RisEBtV3X7;04-25-2020;84;9012745
3tlXnStJ1fFhdScmQeLpuG;04-25-2020;78;603331
21E3waRsmPlU7jZsS13rcj;04-25-2020;81;5223117
7e1ICztHM2Sc4JNLxeMXYl;04-25-2020;74;739147
5Vuvs6Py2JRU7WiFDVsI7J;04-25-2020;66;106273
1Naqgo0HMRoumRP0e2MXD9;04-25-2020;58;14505
5pKCCKE2ajJHZ9KAiaK11H;04-25-2020;91;37232005
7r2oyrNc0YjSC7hZL87V0Y;04-25-2020;58;178531
2ekjTXgjxbWwBX5lTAj4DU;04-25-2020;65;154379
2CvCyf1gEVhI0mX6aFXmVI;04-25-2020;73;1290960
7ohlPA8dRBtCf92zaZCaaB;04-25-2020;68;479750
1A92IAcd7A6npCA33oGM5i;04-25-2020;66;189402
7A9yZMTrFZcgEWAX2kBfK6;04-25-2020;66;789684
3gMaNLQm7D9MornNILzdSl;04-25-2020;73;1643681
2hO4YtXUFJiUYS2uYFvHNK;04-25-2020;60;540809
2ycnb8Er79LoH2AsR5ldjh;04-25-2020;70;963521
3eqjTLE0HfPfh78zjh6TqT;04-25-2020;79;3075784
6zFYqv1mOsgBRQbae3JJ9e;04-25-2020;79;2566549
5dbuFbrHa1SJlQhQX9OUJ2;04-25-2020;68;763428
6XpaIBNiVzIetEPCWDvAFP;04-25-2020;81;5356948
34jw2BbxjoYalTp8cJFCPv;04-25-2020;70;1265821
7C4sUpWGlTy7IANjruj02I;04-25-2020;68;926290
6DCIj8jNaNpBz8e5oKFPtp;04-25-2020;69;868614
2cnMpRsOVqtPMfq7YiFE6K;04-25-2020;75;3112006
1G1mX30GpUJqOr1QU2eBSs;04-25-2020;59;283136
1fa0cOhromAZdq2xRA4vv8;04-25-2020;71;1208506
19ra5tSw0tWufvUp8GotLo;04-25-2020;75;2366695
7FIoB5PHdrMZVC3q2HE5MS;04-25-2020;71;1475482
0PFtn5NtBbbUNbU9EAmIWF;04-25-2020;76;1434786
3Y3xIwWyq5wnNHPp5gPjOW;04-25-2020;70;525804
77tT1kLj6mCWtFNqiOmP9H;04-25-2020;75;1149644
1eClJfHLoDI4rZe5HxzBFv;04-25-2020;71;1360644
6IYnSXO40Bh7Zdqhf6rQoj;04-25-2020;59;56262
5IDs1CK15HegSAhGEbSYXo;04-25-2020;66;491602
3lPQ2Fk5JOwGWAF3ORFCqH;04-25-2020;69;797407
2TzHIUhVpeeDxyJPpQfnV3;04-25-2020;65;41715
0z5DFXmhT4ZNzWElsM7V89;04-25-2020;65;582958
7guDJrEfX3qb6FEbdPA5qi;04-25-2020;79;4202225
0rvjqX7ttXeg3mTy8Xscbt;04-25-2020;76;2865676
3Z02hBLubJxuFJfhacLSDc;04-25-2020;78;1577364
3UbyYnvNIT5DFXU4WgiGpP;04-25-2020;69;1556993
0LcJLqbBmaGUft1e9Mm8HV;04-25-2020;80;4018189
2BTZIqw0ntH9MvilQ3ewNY;04-25-2020;72;1235052
0SD4eZCN4Kr0wQk56hCdh2;04-25-2020;70;853342
3bmFPbLMiLxtR9tFrTcKcP;04-25-2020;69;18563
1zuJe6b1roixEKMOtyrEak;04-25-2020;71;1770924
1dfeR4HaWDbWqFHLkxsg1d;04-25-2020;89;25312624
6IRouO5mvvfcyxtPDKMYFN;04-25-2020;72;1556309
51l0uqRxGaczYr4271pVIC;04-25-2020;66;662083
4bthk9UfsYUYdcFyqxmSUU;04-25-2020;73;1545303
5PN2aHIvLEM98XIorsPMhE;04-25-2020;61;141769
2SHhfs4BiDxGQ3oxqf0UHY;04-25-2020;74;1082650
2jzc5TC5TVFLXQlBNiIUzE;04-25-2020;73;1143048
3pFCERyEiP5xeN2EsPXhjI;04-25-2020;69;1113119
1aX2dmV8XoHYCOQRxjPESG;04-25-2020;64;598827
20p5D2KrE8CGuOjHtxsyTp;04-25-2020;61;439310
7oPgCQqMMXEXrNau5vxYZP;04-25-2020;72;967681
5a2EaR3hamoenG9rDuVn8j;04-25-2020;75;4368831
0kObWap02DEg9EAJ3PBxzf;04-25-2020;68;495099
2UZMlIwnkgAEDBsw1Rejkn;04-25-2020;73;1213770
0WwSkZ7LtFUFjGjMZBMt6T;04-25-2020;78;3435305
72OaDtakiy6yFqkt4TsiFt;04-25-2020;72;1533841
2kreKea2n96dXjcyAU9j5N;04-25-2020;67;442284
3cniTumSiUysiPWXapGx1i;04-25-2020;63;188978
3PhoLpVuITZKcymswpck5b;04-25-2020;84;4976898
4lxfqrEsLX6N1N4OCSkILp;04-25-2020;79;2761315
3Lj4Qc3mpCoyA43Gz7DibF;04-27-2020;27;157
7oeuJSyVZTCkm3BurLz8cG;04-27-2020;53;10483
1EOuZ9k42Xpo2pGtpv986O;04-27-2020;40;6775
5Pqx4mXYDGIDcg8E5FYjZ8;04-27-2020;56;17045
0ywlMjAP1Sn2yrXn9oEHQB;04-27-2020;10;92
01lbqGTSuT9Jr3gMwiF3Xw;04-27-2020;50;32399
4qEwU3zQyCd1JkSJisFUuY;04-27-2020;26;2825
4KcXOZaofRdvBDl0b8LOYM;04-27-2020;39;1856
0FkC6ADT1KhZkQe1o3Ykeu;04-27-2020;26;2366
4rNhP2V4a54UCel3QaVgGp;04-27-2020;27;148
5e7T6HgLUX7hDhKSF7DFE7;04-27-2020;38;1602
1S0uvW1rgvtkNGma9su3fJ;04-27-2020;58;294815
5oZ0cR8xbAQyt85ZzwWs3H;04-27-2020;21;253
2mBJXhOnDZnZFxvoaGsZlJ;04-27-2020;20;206
6ay9YyFyAgf6eORHdLKKDf;04-27-2020;31;994
1mORehSVEd7lcaT2d7Sl2K;04-27-2020;60;434881
0Mt9IxntWHsf793bLZhQ9P;04-27-2020;46;24088
0raZp61hFiFlRDWtEqX1HK;04-27-2020;28;2058
2aenOcvulZ1Zltq7bAdbi4;04-27-2020;44;15925
4rGWpZenGw3V8eIx1GRHbz;04-27-2020;12;209
6NdzNrBP8Jbhzp6h7yojht;04-27-2020;55;41992
62HcvUj43NJbUB70pjC2Uk;04-27-2020;16;283
7A0awCXkE1FtSU8B0qwOJQ;04-27-2020;67;587968
03Xxe7sWXZW0NlayYQQHIn;04-27-2020;36;1668
4H7QVpyCHkaUeEOpCPzZQk;04-27-2020;28;3610
1whjlG0NSaQytgDIWz10GS;04-27-2020;46;35485
3bLSAQPeix7Xm2e5Gtn48R;04-27-2020;61;151833
1n5YEhuNLUQG4fyhft986d;04-27-2020;31;8955
62aOuuT7lqJXkmMJcH8w1C;04-27-2020;29;2822
6zoDxs0nnHuD3dKmi7xIIj;04-27-2020;40;6087
1D9BiGJs3fNXxVidkbKn0M;04-27-2020;39;3240
5e5Zm5z8OPycf55hgDxKIc;04-27-2020;33;2396
1OuxoQIMrPUQOoshgkopYx;04-27-2020;37;15220
79bxUQsBIXO8nVLB9fYKf7;04-27-2020;67;498401
3JlzEFwarS8ZcCGNFy11y4;04-27-2020;57;67700
1XgFuvRd7r5g0h844A5ZUQ;04-27-2020;69;831474
6Q192DXotxtaysaqNPy5yR;04-27-2020;78;6334246
4AK6F7OLvEQ5QYCBNiQWHq;04-27-2020;89;15683356
2d3VHzlOEwXvmBdS4pzOPL;04-27-2020;64;718286
5Z1CCuBsyhEHngq3U5IraY;04-27-2020;74;1567644
2gsggkzM5R49q6jpPvazou;04-27-2020;75;7355514
3nlHsNqwCSvT988ZfSW1Yh;04-27-2020;67;538725
2NhdGz9EDv2FeUw6udu2g1;04-27-2020;68;2007180
3e7awlrlDSwF3iM0WBjGMp;04-27-2020;83;7349304
543ccHFPnZfJMD8tRGPtu7;04-27-2020;64;112111
2lKeiALM1T2TZrOiTYlLNA;04-27-2020;59;26728
4SqTiwOEdYrNayaGMkc7ia;04-27-2020;68;215258
57bUPid8xztkieZfS7OlEV;04-27-2020;69;1034923
26VFTg2z8YR0cCuwLzESi2;04-27-2020;91;10366115
4GvEc3ANtPPjt1ZJllr5Zl;04-27-2020;85;3167666
0hCNtLu0JehylgoiP8L4Gh;04-27-2020;91;17526959
1i8SpTcr7yvPOmcqrbnVXY;04-27-2020;93;22620630
6y8XlgIV8BLlIg1tT1R10i;04-27-2020;75;750968
2RDOrhPqAM4jzTRCEb19qX;04-27-2020;73;850940
3QSQFmccmX81fWCUSPTS7y;04-27-2020;81;1073035
7plUpXSFcSJUZSiZAoXqr1;04-27-2020;69;879279
5WUlDfRSoLAfcVSX1WnrxN;04-27-2020;86;16283546
7mRVAzlt1fAAR9Cut6Rq8c;04-27-2020;49;155617
7h4j9YTJJuAHzLCc3KCvYu;04-27-2020;71;373750
2feDdbD5araYcm6JhFHHw7;04-27-2020;80;1103479
4nDoRrQiYLoBzwC5BhVJzF;04-27-2020;90;16044135
40LHVA5BTQp9RxHOQ9JPYj;04-27-2020;75;1236750
6LuN9FCkKOj5PcnpouEgny;04-27-2020;93;11295331
0Y5tJX1MQlPlqiwlOH1tJY;04-27-2020;96;9044735
1uNFoZAHBGtllmzznpCI3s;04-27-2020;95;34527184
1ShZZUjkbXCjhwrb18BA8I;04-27-2020;75;282664
7dGJo4pcD2V6oG8kP0tJRR;04-27-2020;95;34624200
0VRj0yCOv2FXJNP47XQnx5;04-27-2020;90;3922297
6Xgp2XMz1fhVYe7i6yNAax;04-27-2020;89;4577522
1r4hJ1h58CWwUQe3MxPuau;04-27-2020;88;19431159
7qG3b048QCHVRO5Pv1T5lw;04-27-2020;79;9297450
4vhNDa5ycK0ST968ek7kRr;04-27-2020;75;3775130
2Otnykd696YidQYfEGVmNq;04-27-2020;65;285190
2DlGxzQSjYe5N6G9nkYghR;04-27-2020;80;7990350
3E6xrwgnVfYCrCs0ePERDz;04-27-2020;82;5463884
4wLXwxDeWQ8mtUIRPxGiD6;04-27-2020;79;3965529
6PAt558ZEZl0DmdXlnjMgD;04-27-2020;77;3412271
5YGY8feqx7naU7z4HrwZM6;04-27-2020;83;11491050
3nlpTZci9O5W8RsNoNH559;04-27-2020;74;1729801
07YUOmWljBTXwIseAUd9TW;04-27-2020;86;11408023
6vWDO969PvNqNYHIOW5v0m;04-27-2020;88;22682752
51Blml2LZPmy7TTiAg47vQ;04-27-2020;81;6663305
0EmeFodog0BfCgMzAIvKQp;04-27-2020;86;18675595
2cy1zPcrFcXAJTP0APWewL;04-27-2020;74;1242964
7okwEbXzyT2VffBmyQBWLz;04-27-2020;78;5277933
60rpJ9SgigSd16DOAG7GSa;04-27-2020;76;158315
5KNNVgR6LBIABRIomyCwKJ;04-27-2020;77;601635
7iPH2BRBF9wKa6ljxvdext;04-27-2020;56;54749
79hrYiudVcFyyxyJW0ipTy;04-27-2020;68;395101
3ccVtqcqedranb7y8eywJ5;04-27-2020;60;70749
37YxyxKbCL7as3bH2adwQE;04-27-2020;46;9901
33szNKNcVX8x0jl8X7hxHL;04-27-2020;48;58821
5Bcrb5qQMVTEbJ43fdIS4A;04-27-2020;59;46781
1yDI9pWnlrJmi9kZn3gkCb;04-27-2020;51;26129
5jq01ts8cBQWwVZOpMax6s;04-27-2020;52;29643
0XHM5ZNJDU8e4CfbWMeSzC;04-27-2020;60;144343
4dcU7cmzO3GECQGSKwl92z;04-27-2020;50;12153
2XdtmipGVPmA62ptDgX8QC;04-27-2020;62;47639
0z9hynUsIjf0ddI4uHqPWX;04-27-2020;60;97696
6ps9u0MZquDDBReh8XuBeY;04-27-2020;49;10061
5fIZHCg2de8322HZodBDWL;04-27-2020;54;37723
4LEiUm1SRbFMgfqnQTwUbQ;04-27-2020;77;2617629
6nFBonVf7Lqaj05R0v5VGJ;04-27-2020;56;84287
10exVja0key0uqUkk6LJRT;04-27-2020;77;2029677
4tvKz56Tr39bkhcQUTO0Xr;04-27-2020;72;1000406
2KOxHm9lGE9lFZDQdebD6B;04-27-2020;47;13694
3Lg3FGwBxOGuefqekQzRUf;04-27-2020;63;116263
0syIRg9MPSpJIC0QCPUaHB;04-27-2020;58;45206
6AyATGg7mDgBlZ4N5uNog0;04-27-2020;71;240178
3DIk8KcmVKTr4uGw3AuCtJ;04-27-2020;49;11685
78CiW0UJbHspFaVuVexOK6;04-27-2020;64;111953
5sXaGoRLSpd7VeyZrLkKwt;04-27-2020;69;424663
3QOwPxkPpGvhbiPaEs7Pnl;04-27-2020;42;9233
3oXddLOOjkoUuC2sX1RMdr;04-27-2020;55;51628
5dUUxJQg27XaHdKyLYwNg5;04-27-2020;52;6363
3vsVCHUe68gqUMIZwaVUIK;04-27-2020;54;21322
7zOuMHqRJ6YOMnCGpLfuTU;04-27-2020;50;28848
2AfmfGFbe0A0WsTYm0SDTx;04-27-2020;74;1399456
52zMTJCKluDlFwMQWmccY7;04-27-2020;68;655118
3HqSLMAZ3g3d5poNaI7GOU;04-27-2020;73;1384248
2uWcrwgWmZcQc3IPBs3tfU;04-27-2020;66;671236
2KC9Qb60EaY0kW4eH68vr3;04-27-2020;76;623329
7bmYpVgQub656uNTu6qGNQ;04-27-2020;64;257262
0qlWcS66ohOIi0M8JZwPft;04-27-2020;66;789128
5r1tUTxVSgvBHnoDuDODPH;04-27-2020;70;460505
2PSJ6YriU7JsFucxACpU7Y;04-27-2020;68;826333
2HPaUgqeutzr3jx5a9WyDV;04-27-2020;85;2319369
6hfwwpXqZPRC9CsKI7qtv1;04-27-2020;75;657327
2jku7tDXc6XoB6MO2hFuqg;04-27-2020;89;2921901
3DiDSECUqqY1AuBP8qtaIa;04-27-2020;82;7468810
1Xyo4u8uXC1ZmMpatF05PJ;04-27-2020;98;20224071
1A9o3Ljt67pFZ89YtPPL5X;04-27-2020;71;336329
5y2Xq6xcjJb2jVM54GHK3t;04-27-2020;83;4977974
4O15NlyKLIASxsJ0PrXPfz;04-27-2020;95;8544205
31TPClRtHm23RisEBtV3X7;04-27-2020;84;9021374
3tlXnStJ1fFhdScmQeLpuG;04-27-2020;78;606798
21E3waRsmPlU7jZsS13rcj;04-27-2020;81;5227709
7e1ICztHM2Sc4JNLxeMXYl;04-27-2020;74;740890
5Vuvs6Py2JRU7WiFDVsI7J;04-27-2020;66;106714
1Naqgo0HMRoumRP0e2MXD9;04-27-2020;58;14607
5pKCCKE2ajJHZ9KAiaK11H;04-27-2020;91;37260087
7r2oyrNc0YjSC7hZL87V0Y;04-27-2020;58;178862
2ekjTXgjxbWwBX5lTAj4DU;04-27-2020;65;154737
2CvCyf1gEVhI0mX6aFXmVI;04-27-2020;73;1293325
7ohlPA8dRBtCf92zaZCaaB;04-27-2020;69;480895
1A92IAcd7A6npCA33oGM5i;04-27-2020;66;189716
7A9yZMTrFZcgEWAX2kBfK6;04-27-2020;66;791310
3gMaNLQm7D9MornNILzdSl;04-27-2020;74;1646663
2hO4YtXUFJiUYS2uYFvHNK;04-27-2020;60;542228
2ycnb8Er79LoH2AsR5ldjh;04-27-2020;71;965096
3eqjTLE0HfPfh78zjh6TqT;04-27-2020;80;3082837
6zFYqv1mOsgBRQbae3JJ9e;04-27-2020;79;2572692
5dbuFbrHa1SJlQhQX9OUJ2;04-27-2020;68;765180
6XpaIBNiVzIetEPCWDvAFP;04-27-2020;81;5365401
34jw2BbxjoYalTp8cJFCPv;04-27-2020;70;1268048
7C4sUpWGlTy7IANjruj02I;04-27-2020;68;928027
6DCIj8jNaNpBz8e5oKFPtp;04-27-2020;69;870517
2cnMpRsOVqtPMfq7YiFE6K;04-27-2020;75;3116770
1G1mX30GpUJqOr1QU2eBSs;04-27-2020;60;283795
1fa0cOhromAZdq2xRA4vv8;04-27-2020;71;1210761
19ra5tSw0tWufvUp8GotLo;04-27-2020;75;2371393
7FIoB5PHdrMZVC3q2HE5MS;04-27-2020;71;1478305
0PFtn5NtBbbUNbU9EAmIWF;04-27-2020;76;1437614
3Y3xIwWyq5wnNHPp5gPjOW;04-27-2020;71;526960
1pgtr4nhBQjp9oCUBPyYWh;04-27-2020;64;108144
5MmVJVhhYKQ86izuGHzJYA;04-27-2020;70;989941
5MspMQqdVbdwP6ax3GXqum;04-27-2020;67;786679
3NRFinRTEqUCfaTTZmk8ek;04-27-2020;68;669234
0gDg7FEsF4Y1jWddJJgcn4;04-27-2020;59;31737
14scxEoUN7Dcx1m4EQ7oHe;04-27-2020;55;56897
7EK1bQADBoqbYXnT4Cqv9w;04-27-2020;73;954842
5DYAABs8rkY9VhwtENoQCz;04-27-2020;69;1000702
6DIS6PRrLS3wbnZsf7vYic;04-27-2020;72;1566917
2Hjj68yyUPiC0HKEOigcEp;04-27-2020;68;677303
2wpJOPmf1TIOzrB9mzHifd;04-27-2020;63;247598
6IFXsrXBpwbIqtOUOiAa3p;04-27-2020;64;415791
0SdiiPkr02EUdekHZJkt58;04-27-2020;62;277070
7mEIug7XUlQHikrFxjTWes;04-27-2020;72;1092662
3KEb1kbIZN5jumsjFEWgSW;04-27-2020;58;26041
2sil8z5kiy4r76CRTXxBCA;04-27-2020;73;1591887
5rSXSAkZ67PYJSvpUpkOr7;04-27-2020;80;3145236
6sFIWsNpZYqfjUpaCgueju;04-27-2020;75;4031980
2oX42qP5ineK3hrhBECLmj;04-27-2020;77;761609
0MlOPi3zIDMVrfA9R04Fe3;04-27-2020;70;1022405
0lJlKQvuM2Sd9DPPyUXcHg;04-27-2020;65;262808
7dOBabd5O4CvKrg4iriHTM;04-27-2020;72;1215301
0uq5PttqEjj3IH1bzwcrXF;04-27-2020;71;1721744
0a1gHP0HAqALbEyxaD5Ngn;04-27-2020;74;2327390
6V6WCgi7waF55bJmylC4H5;04-27-2020;67;461764
0L6Gwm0JDrgIQJfjarWSUR;04-27-2020;60;186577
0dlOr0VIysztGWvU1dpjmP;04-27-2020;65;536840
6yJCxee7QumYr820xdIsjo;04-27-2020;77;2096417
4XSTvtAr5tA6YbCchr5TQI;04-27-2020;39;358
6deZN1bslXzeGvOLaLMOIF;04-27-2020;79;4300595
1kM5rgJvkiDMOoKX56H6pX;04-27-2020;63;360353
2iEvnFsWxR0Syqu2JNopAd;04-27-2020;70;589860
1zng9JZpblpk48IPceRWs8;04-27-2020;68;972990
27vNK840zYq6IfDijHPsv1;04-27-2020;70;1054849
4kYoLs6okVQkRPGtrzMgcU;04-27-2020;54;98195
2weA6hhVqTIN2gSn9PUB9U;04-27-2020;66;334446
5Vz74ibGHBQaUa2ALDOH0v;04-27-2020;54;11553
3NIZFmehJM8YiGpCdihlck;04-27-2020;59;397140
7wOZy3KdFVVINgNFFxkxwO;04-27-2020;67;687462
1c84wItoiAe1pEbpJMqUmQ;04-27-2020;59;529922
5lwmRuXgjX8xIwlnauTZIP;04-27-2020;84;10561338
70nxnxEqDQIEWneRjg2Q4O;04-27-2020;67;257727
7x5Slu7yTE5icZjNsc3OzW;04-27-2020;70;598153
2mUI4K6csTQd3jieswcmiI;04-27-2020;63;454070
5aAlzehdUM14I4ppq24Xob;04-27-2020;55;128907
4q3ewBCX7sLwd24euuV69X;04-27-2020;100;20734201
5Wg6XnPTp0xXxFCjywwR9I;04-27-2020;66;537862
48zixAu4wMDZwpVbOenDU7;04-27-2020;64;115389
2pZ81eCkqxemIjqqfE1fhE;04-27-2020;58;137508
4vOycwLXdkMMzpZW04VW5m;04-27-2020;61;561556
0z0w28IvsF1gsKhVAMbh9p;04-27-2020;58;104376
4exGY59juoSimpcH1NiuaR;04-27-2020;57;611779
1IKP8dm7pmlkZS4V4MzKkI;04-27-2020;45;122118
7BFnoFhJjLWcsqmN3Hizqg;04-27-2020;62;290050
4dLvccxeQIM5u80Ri0u9OV;04-27-2020;66;543727
4sD9znwiVFx9cgRPZ42aQ1;04-27-2020;64;521286
49CE2ffZ6Z3zeYSDauSKck;04-27-2020;74;80443
4xcDVatLFh6qlcm41er3LV;04-27-2020;67;17054
2JwyRtuXf2l6sTnSnGVIa1;04-27-2020;73;681885
2Npo4Cfm48M2uKlvxiXMic;04-27-2020;48;29171
1tRBmMtER4fGrzrt8O9VpS;04-27-2020;56;170590
4cpTlyZCR7ed2g4WG8gUDf;04-27-2020;49;4674
6fWVd57NKTalqvmjRd2t8Z;04-27-2020;80;173190
2LIk90788K0zvyj2JJVwkJ;04-27-2020;82;230164
1vSN1fsvrzpbttOYGsliDr;04-27-2020;73;1747411
5W5bDNCqJ1jbCgTxDD0Cb3;04-27-2020;75;1099628
6lx6XS8umFqYRVbBErx9fE;04-27-2020;54;92992
2OpqcUtj10HHvGG6h9VYC5;04-27-2020;66;597053
2UBTfUoLI07iRqGeUrwhZh;04-27-2020;62;170564
1nf5yEVCfMbqm1OCYpntBT;04-27-2020;54;49090
5OcQS469ZWswsuUEJtNIeo;04-27-2020;47;432
6iClQdT3zvN5ejsyNhsL0U;04-27-2020;42;1233
7KMqksf0UMdyA0UCf4R3ux;04-27-2020;77;2171910
7LCp4MN0SOIVWlssid9KyE;04-27-2020;57;158155
3fMbdgg4jU18AjLCKBhRSm;04-27-2020;84;14446984
3koiLjNrgRTNbOwViDipeA;04-27-2020;77;3333511
2ZvrvbQNrHKwjT7qfGFFUW;04-27-2020;62;418540
